year,mine.name,mine.state,countystr,mine.basin,mine.status,mine.type,company.type,operation.type,operating.company,operating.company.address,production.stons,average.employees,labor.hours,ARC
2005,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Manalapan Mining Company Inc,"8174 E Hwy 72, Pathfork, KY 40863",0,21,"43,447",1
2005,Rb #4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 E Hwy 72, Pathfork, KY 40863","149,532",25,"71,656",1
2005,Totz Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",0,5,"15,694",1
2005,Verda Loadout,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Dixie Fuel Company, Llc","51 Grays Branch Road, Grays Knob, KY 40829",0,3,"8,524",1
2005,Highsplint Preparation Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",0,10,"32,126",1
2005,C3 Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Rex Coal Company, Inc.","General Delivery, Grays Knob, KY 40829","65,689",14,"36,562",1
2005,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,D&c Mining Corporation,"P.O. Box 148, Fries, VA 24330",0,5,"10,507",1
2005,No 1 Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Old Virginia Services, L.L.C.","P.O. Box 1675, Ashland, VA 23005",0,34,"70,484",1
2005,K4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Rex Coal Company, Inc.","51 Grays Branch Road, Grays Knob, KY 40829","55,750",10,"27,923",1
2005,Huff Creek No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282","1,046,339",149,"398,133",1
2005,No 18,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829","101,995",18,"53,170",1
2005,No. 19,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829","93,654",28,"80,375",1
2005,Days Creek Stockpile,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282",0,2,"5,298",1
2005,"D & C Mining  Corp,",Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,D & C Mining Corp,"P.O. Box 148, Fries, VA 24330","98,797",24,"42,903",1
2005,Pathfork Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Maggard Mining,"P.O. Box 223, Harrogate, TN 37752","81,848",23,"52,991",1
2005,# 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"RandyD, Llc","P.O. Box 359, Mary Alice, KY 40964","42,135",13,"18,797",1
2005,Rb #10,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"8174 East Hwy 72, Pathfrok, KY 40863","92,736",20,"50,385",1
2005,K3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829","79,931",16,"47,766",1
2005,No. 2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"A & M Coal Co., Inc.","P.O. Box 609, Pennington Ga, VA 24277","178,145",39,"81,615",1
2005,No. 1 Wallins,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Rex Coal Co. Inc.,"51 Grays Branch Road, Grays Knob, KY 40829","100,767",19,"55,077",1
2005,Rb #12,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 E Hwy 72, Pathfork, KY 40863","160,778",27,"61,429",1
2005,Sequoia Preparation Facility,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Sequoia Energy Llc,"North 19th St. Ext., Middlesboro, KY 40965",0,25,"66,541",1
2005,Limestone Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc.","Rt 1 Box 140 /Childs Creek Roa, St. Charles, VA 24282","236,674",37,"87,255",1
2005,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Stillhouse Mining Llc,"P.O. Box 1226, Norton, VA 24273","500,992",68,"167,827",1
2005,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cave Spur Coal Llc,"P.O. Box 1226, Norton, VA 24273","353,015",37,"87,796",1
2005,Mine No1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Panther Mining Llc,"P.O. Box 1226, Norton, VA 24273","486,376",49,"124,936",1
2005,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cloverlick Management Company,"P.O. Box 1226, Norton, VA 24273","882,322",66,"160,839",1
2005,Dte Clover,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Dte Clover Llc,"2680 West Hwy 221, Bledsoe, KY 40810",0,10,"24,982",1
2005,Rebco Coal #5,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Rebco Coal Inc,"3002 West Hy 190, Pineville, KY 40977","47,997",20,"29,395",1
2005,Clover Fork No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Lone Mountain Processing, Inc.","Drawer C, St. Charles, VA 24282","876,340",65,"174,774",1
2005,Darby #2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc.","1876, Yellow Creek Road, Sassafrass, KY 41759","274,125",65,"145,248",1
2005,Mine #2,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Contractor,Mine only,Orion Resources Inc.,"159 Quarry Rd., Speedwell, TN 37870","114,904",32,"38,349",1
2005,Forester Creek Clean Coal Wash,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Preparation Plant,"The New Coal Company, Inc","980 Hwy 3449, Coldiron, KY 40819",0,1,"2,980",1
2005,B & D #3,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Contractor,Mine only,B & D Mining L.L.C.,"P.O. Box 838, Middlesboro, KY 40965","86,281",56,"61,965",1
2005,B & D #5,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Contractor,Mine only,B & D Mining Llc,"P.O. Box 838, Middlesboro, KY 40965","17,605",40,"9,688",1
2004,Clover Loadout,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Preparation Plant,Bledsoe Coal Corporation,"Route 2008 Box 351A, Big Laurel, KY 40808",0,11,"27,083",1
2004,Mine No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Highlands Mining & Processing,"P.O. Box 280, Whitesburg, KY 41858","220,752",42,"75,913",1
2004,Darby Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Kentucky Darby Llc,"P.O. Box 2561, Middlesboro, KY 40965","238,450",33,"72,926",1
2004,No. 2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,"A & M Coal Co., Inc.","P.O. Box 609, Pennington Ga, VA 24277","210,848",37,"79,587",1
2004,B & D #3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,B & D Mining L.L.C.,"P.O. Box 838, Middlesboro, KY 40965","361,049",70,"194,596",1
2004,Bardo #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Bardo Mining Llc,"North 19th St. Extension, Middlesboro, KY 40965","342,746",63,"165,987",1
2004,Liggett #2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Liggett Mining Llc,"P.O. Box 837, Middlesboro, KY 40965","44,417",29,"19,636",1
2004,Darby Fork No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282","791,167",91,"250,629",1
2004,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Manalapan Mining Company Inc,"8174 E Hwy 72, Pathfork, KY 40863",0,20,"54,595",1
2004,Rb #4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 E Hwy 72, Pathfork, KY 40863","176,558",36,"94,646",1
2004,Totz Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",0,5,"16,353",1
2004,Highsplint Preparation Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829",0,12,"26,647",1
2004,C3 Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Rex Coal Company, Inc.","General Delivery, Grays Knob, KY 40829","79,580",14,"41,773",1
2004,No 1 Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Old Virginia Services, L.L.C.","P.O. Box 1675, Ashland, VA 23005",0,27,"52,811",1
2004,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Stillhouse Mining Llc,"P.O. Box 1226, Norton, VA 24273","706,812",61,"156,830",1
2004,Huff Creek No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282","1,569,637",142,"387,019",1
2004,No 18,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829","89,446",18,"51,571",1
2004,No. 19,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829","98,049",21,"60,879",1
2004,Days Creek Stockpile,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282",0,3,"7,272",1
2004,"D & C Mining  Corp,",Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,D & C Mining Corp,"P.O. Box 148, Fries, VA 24330","128,034",25,"43,282",1
2004,Highsplint,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Parton Bros. Contracting Inc.,"P.O. Box 159, Middlesboro, KY 40965","82,312",15,"26,038",1
2004,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Cave Spur Coal Llc,"P.O. Box 1226, Norton, VA 24273","389,661",35,"88,117",1
2004,Mine No1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Panther Mining Llc,"P.O. Box 1226, Norton, VA 24273","650,697",56,"138,133",1
2004,Pathfork Mine #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Maggard Mining,"P.O. Box 223, Harrogate, TN 37752","156,969",27,"49,567",1
2004,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Cloverlick Management Company,"P.O. Box 1226, Norton, VA 24273","954,758",62,"157,010",1
2004,Peters Knob,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 207, Brookside, KY 40801","491,977",77,"191,933",1
2004,Mine No. 2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,New Phase Mining Llc,"P.O. Box 603, Cawood, KY 40815","47,752",11,"12,072",1
2004,Rb 10,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"8174 East Hwy 72, Pathfrok, KY 40863","89,070",22,"54,509",1
2004,K3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"P.O. Box 269, Grays Knob, KY 40829","70,186",15,"44,071",1
2004,Mine No 3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"H & D Mining, Inc.","146 College Road, Cumberland, KY 40823","162,664",29,"44,388",1
2004,No. 1 Wallins,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Rex Coal Co. Inc.,"51 Grays Branch Road, Grays Knob, KY 40829","82,382",16,"45,586",1
2004,Clover Fork No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Lone Mountain Processing, Inc.","Drawer C, St. Charles, VA 24282","553,795",52,"129,240",1
2004,Sequoia Preparation Facility,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Sequoia Energy Llc,"North 19th St. Ext., Middlesboro, KY 40965",0,30,"85,312",1
2004,Limestone Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc.","Rt 1 Box 140 /Childs Creek Roa, St. Charles, VA 24282","280,710",46,"97,790",1
2004,Dte Clover,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Dte Clover Llc,"2680 West Hwy 221, Bledsoe, KY 40810",0,14,"32,209",1
2004,Darby #2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc.","1876, Yellow Creek Road, Sassafrass, KY 41759","72,398",28,"37,993",1
2004,Forester Creek Clean Coal Wash,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Preparation Plant,"The New Coal Company, Inc","980 Hwy 3449, Coldiron, KY 40819",0,2,"2,942",1
2004,Rb #5,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"8174 E Hwy 72, Pathfork, KY 40863","15,317",7,"12,794",1
2004,Mine No. 2,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,"H & D Mining, Inc.","809 Yonts Fork, Jackhorn, KY 41825","8,414",42,"4,705",1
2004,Rb #12,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,"Manalapan Mining Co., Inc.","8174 E Hwy 72, Pathfork, KY 40863","47,358",11,"15,433",1
2004,B & D #5,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Contractor,Mine only,B & D Mining Llc,"P.O. Box 838, Middlesboro, KY 40965","201,518",41,"108,905",1
2004,B & D # 4,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,B & D Mining L.L.C.,"19th Street, Middlesboro, KY 40965","8,996",18,"8,583",1
2004,Rb # 11,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Co Inc,"8174 East Hwy 72, Pathfork, KY 40863","9,326",9,"8,636",1
2004,Creech #1,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc","P.O. Box 249, Stanville, KY 41659","39,509",23,"18,948",1
2003,Sequoia Preparation Facility,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Preparation Plant,Sequoia Energy Llc,"North 19th St. Ext., Middlesboro, KY 40965",0,19,"58,152",1
2003,Clover,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Preparation Plant,Bledsoe Coal Corporation,"H.C. 82 Box 351a, Big Laurel, KY 40808",0,9,"22,756",1
2003,Mine No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Highlands Mining & Processing,"P.O. Box 280, Whitesburg, KY 41858","254,704",37,"77,857",1
2003,Darby Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Kentucky Darby Llc,"P.O. Box 2561, Middlesboro, KY 40965","264,005",31,"63,879",1
2003,No. 2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,"A & M Coal Co., Inc.","P.O. Box 609, Pennington Ga, VA 24277","220,935",35,"72,672",1
2003,B & D #3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,B & D Mining L.L.C.,"P.O. Box 838, Middlesboro, KY 40965","388,015",77,"192,816",1
2003,B & D # 4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,B & D Mining L.L.C.,"19th Street, Middlesboro, KY 40965","238,489",74,"139,726",1
2003,B & D #5,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,B & D Mining Llc,"P.O. Box 833, Middlesboro, KY 40965","150,283",33,"50,496",1
2003,Darby Fork No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282","1,122,057",125,"327,284",1
2003,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Manalapan Mining Co.,  Inc","8174 E Hwy 72, Pathfork, KY 40863",0,18,"44,335",1
2003,R B #4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"8174 E Hwy 72, Pathfork, KY 40863","311,477",41,"102,020",1
2003,Totz Prep. Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Co.,"Gen. Del., Grays Knob, KY 40829",0,10,"25,338",1
2003,C3 Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Rex Coal Company, Inc.","General Delivery, Grays Knob, KY 40829","50,585",13,"38,344",1
2003,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,D&c Mining Corporation,"P.O. Box 148, Fries, VA 24330",0,2,"5,846",1
2003,No 1 Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Old Virginia Services, L.L.C.","23413 Walden Road, Abington, VA 24210",0,52,"73,972",1
2003,Rb #5,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"8174 East Highway 72, Pathfork, KY 40863","169,444",23,"56,581",1
2003,Huff Creek No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282","1,381,757",148,"376,252",1
2003,No 18,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"General Delivery, Grays Knob, KY 40829","52,165",12,"24,305",1
2003,Days Creek Stockpile,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282",0,3,"6,652",1
2003,"D & C Mining  Corp,",Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,D & C Mining Corp,"P.O. Box 148, Fries, VA 24330","111,020",17,"32,525",1
2003,Mine No. 2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,New Phase Mining Llc,"P O Box 149, Lejunior, KY 40849","21,019",7,"4,393",1
2003,Rb 10,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"8174 East Hwy 72, Pathfrok, KY 40863","131,706",21,"55,053",1
2003,K3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"General Delivery, Grays Knob, KY 40829","25,322",12,"18,752",1
2003,Kok #4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,"Kelly Branch Resources, Inc.","308 Brookwood Court, Blountville, TN 37617","2,129",12,"1,692",1
2003,No. 1 Wallins,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Rex Coal Co. Inc.,"51 Grays Branch Road, Grays Knob, KY 40829","27,648",10,"12,836",1
2003,Limestone Mine,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Powell Mountain Coal Co Inc,"Rt 1 Box 140 /Childs Creek Roa, St. Charles, VA 24282","58,843",23,"21,125",1
2003,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Stillhouse Mining Llc,"P.O. Box 1226, Norton, VA 24273","524,262",40,"99,113",1
2003,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cave Spur Coal Llc,"P.O. Box 1226, Norton, VA 24273","393,208",36,"90,947",1
2003,Mine No1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Panther Mining Llc,"P.O. Box 1226, Norton, VA 24273","556,395",58,"139,243",1
2003,Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cloverlick Coal Company Llc,"P.O. Box 1226, Norton, VA 24273","1,013,140",61,"151,338",1
2003,Creech #1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Powell Mountain Coal Co., Inc","P.O. Box 249, Stanville, KY 41659","239,466",51,"113,813",1
2003,Dte Clover,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Preparation Plant,Dte Clover Llc,"2680 West Hwy 221, Bledsoe, KY 40810",0,14,"29,565",1
2003,Clover Fork No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"Lone Mountain Processing, Inc.","Drawer C, St. Charles, VA 24282","101,607",20,"18,388",1
2003,Highsplint,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Contractor,Mine only,Parton Bros. Contracting Inc.,"Hwy. 441, Middlesboro, KY 40965","46,861",13,"17,417",1
2003,C2,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"General Delivery, Grays Knob, KY 40829","47,009",26,"74,676",1
2003,Kok #2,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,"Kelly Branch Resources, Inc.","308 Brookwood Court, Blountville, TN 37617","19,938",18,"5,900",1
2003,Preparation Plant,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Preparation Plant,Manalapan Mining Company Inc,"Rte 1 Box 374, Evarts, KY 40828",0,5,"5,878",1
2003,Mine #19,Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Company Inc,"Rt 1 Box 374, Evarts, KY 40828","141,229",29,"86,229",1
2003,"H & D Mining, Inc.",Kentucky (East),Harlan,Appalachia Central,Mine closed by MSHA,Underground,Indepedent Producer Operator,Mine only,"H & D Mining, Inc.","809 Yonts Fork, Jackhorn, KY 41825","53,360",19,"10,043",1
2003,Brd #3,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Contractor,Mine only,B R & D Enterprises Inc,"P.O. Box 2218, Middlesboro, KY 40965","58,401",31,"32,663",1
2003,D2 Mine,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"General Delivery, Grays Knob, KY 40829","34,344",12,"17,930",1
2003,KentuckyWallins,Kentucky (East),Harlan,Appalachia Central,Permanently abandoned,Underground,Operating Subsidiary,Mine only,Powell Mountain Coal Co. Inc,"P.O. Box 249, Stanville, KY 41659","70,959",29,"29,731",1
2002,Clover,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Preparation Plant,Bledsoe Coal Corporation,"H.C. 82 Box 351a, Big Laurel, KY 40808",0,12,"22,561",1
2002,Mine No. 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Highlands Mining & Processing,"P.O. Box 280, Whitesburg, KY 41858","256,853",38,"83,694",1
2002,Darby Mine No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,Kentucky Darby Llc,"P.O. Box 2561, Middlesboro, KY 40965","250,454",30,"64,887",1
2002,No. 2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,"A & M Coal Co., Inc.","P.O. Box 609, Pennington Ga, VA 24277","100,001",31,"49,004",1
2002,B & D #3,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Contractor,Mine only,B & D Mining L.L.C.,"P.O. Box 838, Middlesboro, KY 40965","18,772",18,"5,587",1
2002,Darby Fork No 1,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Lone Mountain Processing Inc,"P.O. Box Drawer C, St. Charles, VA 24282","1,226,231",149,"347,432",1
2002,Prep Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Manalapan Mining Co.,  Inc","8174 E Hwy 72, Pathfork, KY 40863",0,24,"52,540",1
2002,C2,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Harlan Cumberland Coal Company,"General Delivery, Grays Knob, KY 40829","188,585",46,"132,184",1
2002,R B # 4,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Mine only,Manalapan Mining Co. Inc.,"8174 E Hwy 72, Pathfork, KY 40863","319,348",45,"89,437",1
2002,Totz Prep. Plant,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Harlan Cumberland Coal Co.,"Gen. Del., Grays Knob, KY 40829",0,11,"28,816",1
2002,Sequoia Preparation Facility,Kentucky (East),Harlan,Appalachia Central,Active,Underground,Indepedent Producer Operator,Preparation Plant,Sequoia Energy Llc,"North 19th St. Ext., Middlesboro, KY 40965",0,2,"3,570",1
